議員名,単語A,単語B,共起回数
関口江利子,ごみ,処分,2
関口江利子,ごみ,廃棄,2
関口江利子,リレー,公園,2
関口江利子,リレー,参加,2
関口江利子,リレー,落ち葉,3
関口江利子,リレー,農業,3
関口江利子,公園,落ち葉,2
関口江利子,公園,農業,2
関口江利子,処分,廃棄,2
関口江利子,参加,落ち葉,2
関口江利子,参加,農業,2
関口江利子,落ち葉,農業,3
関口江利子,リレー,資源,2
関口江利子,環境,資源,2
関口江利子,落ち葉,資源,2
関口江利子,資源,農業,2
関口江利子,生活,資源,3
関口江利子,エコプラザ,資源,2
関口江利子,ケア,環境,2
関口江利子,人材,環境,2
関口江利子,収集,福祉,2
関口江利子,なし,事業所,2
関口江利子,なし,介護,2
関口江利子,なし,支援,2
関口江利子,ヘルパー,支援,3
関口江利子,ごみ,トイレ,2
関口江利子,ごみ,教員,2
関口江利子,ごみ,暴力,2
関口江利子,ごみ,生徒,2
関口江利子,ごみ,障害,2
関口江利子,ごみ,高次,2
関口江利子,トイレ,収集,2
関口江利子,トイレ,安全,3
関口江利子,児童,教員,2
関口江利子,児童,暴力,2
関口江利子,児童,高次,3
関口江利子,収集,障害,2
関口江利子,収集,高次,2
関口江利子,子供,暴力,2
関口江利子,学校,暴力,2
関口江利子,学校,福祉,2
関口江利子,学校,高次,3
関口江利子,教員,暴力,2
関口江利子,教員,生徒,2
関口江利子,暴力,生徒,2
関口江利子,生徒,高次,3
関口江利子,ごみ,発災,2
関口江利子,収集,発災,2
関口江利子,災害時,発災,4
関口江利子,カード,保障,2
関口江利子,カード,投票,2
関口江利子,カード,選挙,2
関口江利子,カード,配慮,2
関口江利子,保障,投票,2
関口江利子,保障,選挙,2
関口江利子,取得,職員,2
関口江利子,取得,職場環境,2
関口江利子,職員,職場環境,3
関口江利子,職場環境,障害者,2
関口江利子,選挙,障害者,2
関口江利子,ごみ,家庭,2
関口江利子,ごみ,屎尿,2
関口江利子,ごみ,補充,2
関口江利子,家庭,屎尿,2
関口江利子,家庭,補充,2
関口江利子,屎尿,補充,2
関口江利子,トイレ,マンション,5
関口江利子,トイレ,再開,4
関口江利子,トイレ,携帯,2
関口江利子,トイレ,水洗,4
関口江利子,トイレ,災害時,4
関口江利子,トイレ,発災,4
関口江利子,マンション,再開,3
関口江利子,マンション,携帯,2
関口江利子,マンション,水洗,3
関口江利子,マンション,災害時,3
関口江利子,マンション,発災,3
関口江利子,再開,安全,2
関口江利子,再開,携帯,2
関口江利子,再開,水洗,4
関口江利子,再開,災害時,3
関口江利子,再開,発災,3
関口江利子,安全,水洗,2
関口江利子,安全,災害時,2
関口江利子,安全,発災,2
関口江利子,携帯,水洗,2
関口江利子,携帯,災害時,2
関口江利子,携帯,発災,2
関口江利子,水洗,災害時,3
関口江利子,水洗,発災,3
関口江利子,研修,障害,2
関口江利子,職場環境,障害,2
関口江利子,候補者,有権者,2
関口江利子,有権者,選挙,2
関口江利子,採用,職員,2
関口江利子,採用,離職率,2
関口江利子,職員,離職率,2
関口江利子,障害,離職率,2
関口江利子,採用,生活者,2
関口江利子,コンサルタント,コンサルティング,2
関口江利子,コンサルタント,ミスマッチ,2
関口江利子,コンサルタント,介護,2
関口江利子,コンサルタント,会社,2
関口江利子,コンサルタント,伴走,2
関口江利子,コンサルタント,支援,2
関口江利子,コンサルティング,ミスマッチ,2
関口江利子,コンサルティング,伴走,2
関口江利子,ミスマッチ,介護,2
関口江利子,ミスマッチ,会社,2
関口江利子,ミスマッチ,伴走,2
関口江利子,ミスマッチ,支援,2
関口江利子,介護,伴走,2
関口江利子,会社,伴走,2
関口江利子,伴走,支援,2
関口江利子,ヘルパー,事務,2
関口江利子,ヘルパー,人材,2
関口江利子,ヘルパー,次年度,2
関口江利子,事務,人材,2
関口江利子,事務,支援,2
関口江利子,事務,次年度,2
関口江利子,人材,次年度,2
関口江利子,介護,次年度,2
関口江利子,支援,次年度,2
関口江利子,次年度,訪問,2
関口江利子,事態,生活,2
関口江利子,事態,福祉,2
関口江利子,診断,障害,2
関口江利子,診断,高次,2
関口江利子,保護者,生徒,2
関口江利子,子供,教委,2
関口江利子,学校,教委,2
関口江利子,校長,障害,2
関口江利子,処分,張り替え,2
関口江利子,プラスチック,教職員,2
関口江利子,マイクロ,教職員,2
関口江利子,人工,教職員,2
関口江利子,教職員,流出,2
関口江利子,中学校,松沢,2
関口江利子,中学校,舗装,2
関口江利子,改築,松沢,2
関口江利子,改築,舗装,2
関口江利子,松沢,舗装,2
関口江利子,トイレ,企画,2
関口江利子,トイレ,総務,2
関口江利子,マンション,企画,2
関口江利子,マンション,総務,2
関口江利子,企画,再開,2
関口江利子,企画,水洗,2
関口江利子,再開,総務,2
関口江利子,水洗,総務,2
関口江利子,トイレ,マンホール,3
関口江利子,トイレ,災害,2
関口江利子,トイレ,防災,3
関口江利子,マンション,マンホール,3
関口江利子,マンション,災害,2
関口江利子,マンション,防災,3
関口江利子,マンホール,災害,2
関口江利子,マンホール,防災,3
関口江利子,災害,防災,2
関口江利子,to,フライ,2
関口江利子,to,ボックス,2
関口江利子,to,回収,2
関口江利子,to,家庭,2
関口江利子,to,資源,2
関口江利子,to,食用油,2
関口江利子,フライ,ボックス,2
関口江利子,フライ,回収,2
関口江利子,フライ,家庭,2
関口江利子,フライ,資源,2
関口江利子,フライ,食用油,2
関口江利子,ボックス,回収,2
関口江利子,ボックス,家庭,2
関口江利子,ボックス,資源,2
関口江利子,ボックス,食用油,2
関口江利子,参加,回収,2
関口江利子,回収,家庭,2
関口江利子,回収,資源,2
関口江利子,回収,食用油,2
関口江利子,家庭,資源,2
関口江利子,家庭,食用油,2
関口江利子,資源,食用油,2
関口江利子,図書館,広がり,2
関口江利子,学校,広がり,2
関口江利子,広がり,読書,2
関口江利子,広がり,障害,2
阿久津皇,DX,専門家,2
阿久津皇,DX,広報,2
阿久津皇,DX,技術,2
阿久津皇,DX,登用,2
阿久津皇,交流,子供,2
阿久津皇,交流,安心,2
阿久津皇,交流,年寄り,2
阿久津皇,子供,安心,2
阿久津皇,子供,専門家,2
阿久津皇,子供,広報,2
阿久津皇,専門家,広報,3
阿久津皇,専門家,技術,2
阿久津皇,専門家,登用,2
阿久津皇,広報,技術,2
阿久津皇,広報,登用,2
阿久津皇,技術,登用,2
阿久津皇,GPS,シール,2
阿久津皇,GPS,民間,2
阿久津皇,シール,民間,2
阿久津皇,広報,民間,2
阿久津皇,一貫,中学校,3
阿久津皇,一貫,交流,2
阿久津皇,一貫,子供達,3
阿久津皇,一貫,学校,4
阿久津皇,一貫,小学校,3
阿久津皇,一貫,授業,2
阿久津皇,一貫,教育,3
阿久津皇,一貫,文化,2
阿久津皇,一貫,義務教育学校,2
阿久津皇,中学校,交流,2
阿久津皇,中学校,子供,2
阿久津皇,中学校,子供達,6
阿久津皇,中学校,学校,6
阿久津皇,中学校,小学校,7
阿久津皇,中学校,授業,2
阿久津皇,中学校,教育,4
阿久津皇,中学校,義務教育学校,2
阿久津皇,中学校,連続,2
阿久津皇,交流,参加,2
阿久津皇,交流,子供達,3
阿久津皇,交流,学校,2
阿久津皇,交流,小学校,4
阿久津皇,交流,授業,3
阿久津皇,交流,教育,3
阿久津皇,参加,子供,2
阿久津皇,参加,学び,2
阿久津皇,参加,学校,2
阿久津皇,参加,教育,2
阿久津皇,子供,子供達,4
阿久津皇,子供,学校,2
阿久津皇,子供,小学校,2
阿久津皇,子供,少子化,2
阿久津皇,子供,教育,9
阿久津皇,子供,文化,2
阿久津皇,子供,連続,2
阿久津皇,子供達,学校,7
阿久津皇,子供達,小学校,7
阿久津皇,子供達,授業,3
阿久津皇,子供達,教育,5
阿久津皇,子供達,義務教育学校,2
阿久津皇,子供達,連続,2
阿久津皇,学び,学校,2
阿久津皇,学校,小学校,5
阿久津皇,学校,授業,2
阿久津皇,学校,教育,5
阿久津皇,学校,文化,2
阿久津皇,学校,義務教育学校,2
阿久津皇,学校,連続,2
阿久津皇,小学校,授業,4
阿久津皇,小学校,教育,5
阿久津皇,小学校,義務教育学校,2
阿久津皇,小学校,連続,2
阿久津皇,少子化,教育,2
阿久津皇,授業,教育,3
阿久津皇,教育,文化,2
阿久津皇,教育,義務教育学校,2
阿久津皇,ジュニア,区長,2
阿久津皇,ジュニア,団塊,3
阿久津皇,ジュニア,昭和,2
阿久津皇,ジュニア,生まれ,2
阿久津皇,区長,団塊,2
阿久津皇,区長,子供,3
阿久津皇,区長,教育,4
阿久津皇,団塊,昭和,2
阿久津皇,団塊,生まれ,2
阿久津皇,子供,昭和,2
阿久津皇,子供,若者,3
阿久津皇,教育,若者,2
阿久津皇,昭和,生まれ,2
阿久津皇,保育園,児童,2
阿久津皇,保育園,幼稚園,13
阿久津皇,保育園,放課後,2
阿久津皇,保育園,福祉,5
阿久津皇,保育園,育成,2
阿久津皇,児童,幼稚園,5
阿久津皇,児童,放課後,2
阿久津皇,児童,育成,2
阿久津皇,児童,自由民主党,2
阿久津皇,幼稚園,放課後,2
阿久津皇,幼稚園,福祉,5
阿久津皇,幼稚園,育成,3
阿久津皇,放課後,育成,2
阿久津皇,民間,福祉,2
阿久津皇,法人,福祉,2
阿久津皇,法人,補助,2
阿久津皇,福祉,自由民主党,2
阿久津皇,福祉,跡地,2
阿久津皇,一人,支援,6
阿久津皇,保育園,支援,3
阿久津皇,保育士,支援,2
阿久津皇,児童,支援,6
阿久津皇,児童,既存,2
阿久津皇,審査,支援,2
阿久津皇,審査,要件,2
阿久津皇,幼稚園,支援,7
阿久津皇,支援,育成,2
阿久津皇,支援,要件,3
阿久津皇,お子さん,ひとり親家庭,2
阿久津皇,お子さん,基金,2
阿久津皇,お子さん,家庭,2
阿久津皇,お子さん,支援,2
阿久津皇,ひとり親家庭,基金,2
阿久津皇,ひとり親家庭,家庭,2
阿久津皇,ひとり親家庭,支援,2
阿久津皇,基金,子供,4
阿久津皇,基金,家庭,3
阿久津皇,基金,支援,5
阿久津皇,子供,家庭,4
阿久津皇,子供,支援,12
阿久津皇,子供,東京都,3
阿久津皇,子供,調査,4
阿久津皇,子育て,支援,3
阿久津皇,子育て,東京都,2
阿久津皇,子育て,要件,2
阿久津皇,家庭,支援,5
阿久津皇,家庭,調査,3
阿久津皇,支援,東京都,5
阿久津皇,支援,経済的,2
阿久津皇,支援,調査,5
阿久津皇,児童,基金,3
阿久津皇,児童,家庭,2
阿久津皇,児童,自立,2
阿久津皇,児童,退所,3
阿久津皇,児童,養護,4
阿久津皇,基金,退所,2
阿久津皇,基金,養護,3
阿久津皇,学習,支援,4
阿久津皇,学習,生活,2
阿久津皇,家庭,虐待,4
阿久津皇,家庭,養育,2
阿久津皇,家庭,養護,3
阿久津皇,支援,生活,4
阿久津皇,支援,虐待,4
阿久津皇,支援,退所,3
阿久津皇,支援,進学,2
阿久津皇,支援,養護,4
阿久津皇,生活,退所,2
阿久津皇,生活,進学,2
阿久津皇,自立,退所,2
阿久津皇,自立,養護,2
阿久津皇,退所,進学,2
阿久津皇,退所,養護,3
阿久津皇,養育,養護,2
阿久津皇,コミュニケーション,保育,3
阿久津皇,コミュニケーション,保育園,3
阿久津皇,コミュニケーション,大脳,2
阿久津皇,コミュニケーション,家庭,2
阿久津皇,コミュニケーション,幼児教育,2
阿久津皇,コミュニケーション,幼稚園,3
阿久津皇,コミュニケーション,教育,3
阿久津皇,コミュニケーション,社会性,2
阿久津皇,コミュニケーション,神経系,2
阿久津皇,保育,保育園,10
阿久津皇,保育,大脳,2
阿久津皇,保育,家庭,3
阿久津皇,保育,幼児教育,5
阿久津皇,保育,幼稚園,10
阿久津皇,保育,支援,3
阿久津皇,保育,教育,8
阿久津皇,保育,社会性,2
阿久津皇,保育,神経系,2
阿久津皇,保育,虐待,4
阿久津皇,保育園,大脳,2
阿久津皇,保育園,家庭,3
阿久津皇,保育園,幼児教育,5
阿久津皇,保育園,教育,8
阿久津皇,保育園,社会性,2
阿久津皇,保育園,神経系,2
阿久津皇,保育園,虐待,4
阿久津皇,健診,御願い,2
阿久津皇,健診,教育,2
阿久津皇,困難,支援,2
阿久津皇,困難,教育,2
阿久津皇,大脳,家庭,2
阿久津皇,大脳,幼児教育,2
阿久津皇,大脳,幼稚園,2
阿久津皇,大脳,教育,2
阿久津皇,大脳,社会性,2
阿久津皇,大脳,神経系,2
阿久津皇,家庭,幼児教育,2
阿久津皇,家庭,幼稚園,2
阿久津皇,家庭,教育,2
阿久津皇,家庭,社会性,2
阿久津皇,家庭,神経系,2
阿久津皇,幼児教育,幼稚園,8
阿久津皇,幼児教育,支援,3
阿久津皇,幼児教育,教育,5
阿久津皇,幼児教育,社会性,2
阿久津皇,幼児教育,神経系,2
阿久津皇,幼児教育,虐待,2
阿久津皇,幼稚園,教育,11
阿久津皇,幼稚園,社会性,2
阿久津皇,幼稚園,神経系,2
阿久津皇,幼稚園,虐待,2
阿久津皇,御願い,教育,2
阿久津皇,支援,教育,8
阿久津皇,支援,未然,2
阿久津皇,教育,社会性,2
阿久津皇,教育,神経系,2
阿久津皇,社会性,神経系,2
阿久津皇,バス,支援,2
阿久津皇,交通,福祉,2
阿久津皇,保育園,子供達,2
阿久津皇,保育園,学習,2
阿久津皇,保育園,小学校,4
阿久津皇,保育園,授業,3
阿久津皇,子供達,学習,3
阿久津皇,子供達,幼稚園,3
阿久津皇,子供達,支援,4
阿久津皇,学習,小学校,4
阿久津皇,学習,幼稚園,2
阿久津皇,学習,授業,2
阿久津皇,学習,教育,4
阿久津皇,学習,福祉,2
阿久津皇,小学校,幼稚園,4
阿久津皇,小学校,支援,3
阿久津皇,小学校,福祉,2
阿久津皇,幼稚園,授業,3
阿久津皇,授業,福祉,2
阿久津皇,支援,福祉,2
阿久津皇,支援,高齢者,5
阿久津皇,教育,福祉,4
阿久津皇,教育,高齢者,3
阿久津皇,福祉,高齢者,2
阿久津皇,保健,福祉,2
阿久津皇,人権,教育,2
阿久津皇,御願い,自由民主党,2
阿久津皇,教育,災害時,2
阿久津皇,予算,区長,3
阿久津皇,区長,災害,2
阿久津皇,教育,災害,2
阿久津皇,交流,保育園,3
阿久津皇,交流,入学,2
阿久津皇,交流,小一,2
阿久津皇,交流,幼稚園,3
阿久津皇,交流,福祉,2
阿久津皇,保育,保護者,2
阿久津皇,保育,日本,2
阿久津皇,保育,福祉,3
阿久津皇,保育園,保護者,2
阿久津皇,保育園,入学,2
阿久津皇,保育園,小一,2
阿久津皇,保育園,日本,2
阿久津皇,保護者,学習,2
阿久津皇,保護者,教育,3
阿久津皇,入学,小学校,2
阿久津皇,入学,幼稚園,2
阿久津皇,小一,小学校,2
阿久津皇,小一,幼稚園,2
阿久津皇,小一,授業,2
阿久津皇,幼稚園,日本,2
阿久津皇,教育,日本,2
阿久津皇,日本,福祉,2
阿久津皇,一貫,一貫校,2
阿久津皇,一貫校,学校,2
阿久津皇,一貫校,教育,2
阿久津皇,保護者,学校,2
阿久津皇,保護者,指導,2
阿久津皇,保護者,生徒,2
阿久津皇,保護者,調査,2
阿久津皇,学校,学習,3
阿久津皇,学校,指導,2
阿久津皇,学校,生徒,3
阿久津皇,学校,生活,2
阿久津皇,学校,調査,3
阿久津皇,学習,調査,2
阿久津皇,指導,教育,2
阿久津皇,指導,生徒,2
阿久津皇,指導,調査,2
阿久津皇,教員,教育,2
阿久津皇,教員,生活,2
阿久津皇,教育,生徒,2
阿久津皇,教育,生活,3
阿久津皇,教育,調査,3
阿久津皇,生徒,調査,2
阿久津皇,中学校,環境,3
阿久津皇,中学校,視察,2
阿久津皇,子供達,学園,2
阿久津皇,子供達,環境,5
阿久津皇,子供達,視察,4
阿久津皇,学園,学校,3
阿久津皇,学園,環境,2
阿久津皇,学校,環境,5
阿久津皇,学校,視察,3
阿久津皇,小学校,環境,3
阿久津皇,小学校,視察,2
阿久津皇,教育,環境,2
阿久津皇,教育,視察,2
阿久津皇,環境,視察,3
阿久津皇,中学校,原因,2
阿久津皇,保育園,原因,2
阿久津皇,原因,子供達,2
阿久津皇,原因,学校,2
阿久津皇,原因,小学校,2
阿久津皇,子供達,幼児教育,2
阿久津皇,子供達,訪問,2
阿久津皇,インセンティブ,スポーツ,2
阿久津皇,インセンティブ,幼稚園,2
阿久津皇,インセンティブ,調査,2
阿久津皇,スポーツ,幼稚園,2
阿久津皇,スポーツ,調査,2
阿久津皇,マイナス,介護,2
阿久津皇,予防,介護,7
阿久津皇,予防,健康,4
阿久津皇,予防,医療費,2
阿久津皇,予防,増進,2
阿久津皇,予防,支援,2
阿久津皇,予防,調査,3
阿久津皇,予防,運動,2
阿久津皇,介護,健康,3
阿久津皇,介護,医療費,2
阿久津皇,介護,増進,2
阿久津皇,介護,支援,4
阿久津皇,介護,教育,2
阿久津皇,介護,運動,2
阿久津皇,健康,医療費,2
阿久津皇,健康,増進,5
阿久津皇,健康,子供,2
阿久津皇,健康,支援,2
阿久津皇,健康,調査,2
阿久津皇,増進,子供,2
阿久津皇,増進,支援,2
阿久津皇,子供,幼児教育,4
阿久津皇,子供,幼稚園,7
阿久津皇,幼児教育,身体,2
阿久津皇,幼稚園,調査,2
阿久津皇,幼稚園,身体,2
阿久津皇,教育,身体,2
阿久津皇,保育園,調査,2
阿久津皇,定期的,調査,2
阿久津皇,小学校,調査,2
阿久津皇,参加,消防団,2
阿久津皇,参加,道路,2
阿久津皇,大規模,道路,2
阿久津皇,民間,防災,2
阿久津皇,災害,災害時,2
阿久津皇,災害,防災,2
阿久津皇,災害時,防災,2
阿久津皇,お金,ペイ,2
阿久津皇,お金,一人,2
阿久津皇,お金,参加,2
阿久津皇,ペイ,一人,2
阿久津皇,ペイ,参加,2
阿久津皇,ペイ,支援,2
阿久津皇,ペイ,遣り方,2
阿久津皇,ペイ,高齢者,2
阿久津皇,一人,参加,3
阿久津皇,一人,友人,2
阿久津皇,一人,数字,2
阿久津皇,一人,調査,3
阿久津皇,一人,遣り方,2
阿久津皇,一人,高齢者,2
阿久津皇,参加,支援,5
阿久津皇,参加,調査,2
阿久津皇,参加,遣り方,2
阿久津皇,参加,高齢者,3
阿久津皇,友人,支援,2
阿久津皇,友人,数字,2
阿久津皇,友人,調査,2
阿久津皇,支援,数字,3
阿久津皇,支援,遣り方,2
阿久津皇,数字,調査,4
阿久津皇,遣り方,高齢者,2
阿久津皇,交流,居場所,2
阿久津皇,業界,物価,2
阿久津皇,システム,介護,2
阿久津皇,システム,収支,2
阿久津皇,ペイ,予防,2
阿久津皇,ペイ,介護,2
阿久津皇,ペイ,民間,2
阿久津皇,ペイ,進行,2
阿久津皇,予防,福祉,2
阿久津皇,予防,費用対効果,2
阿久津皇,予防,進行,3
阿久津皇,介護,福祉,2
阿久津皇,介護,要支援,2
阿久津皇,介護,費用対効果,2
阿久津皇,介護,進行,4
阿久津皇,収支,民間,2
阿久津皇,費用対効果,進行,2
阿久津皇,一人,予防,2
阿久津皇,一人,介護,3
阿久津皇,一人,安心,2
阿久津皇,一人,居場所,2
阿久津皇,予防,交流,2
阿久津皇,予防,安心,2
阿久津皇,予防,高齢,2
阿久津皇,交流,介護,3
阿久津皇,交流,支援,2
阿久津皇,交流,高齢,2
阿久津皇,介護,安心,2
阿久津皇,介護,高齢,2
阿久津皇,安心,居場所,2
阿久津皇,安心,支援,2
阿久津皇,居場所,支援,2
阿久津皇,支援,時々,2
阿久津皇,プラス,報酬,2
阿久津皇,介護,業界,2
阿久津皇,介護,賃金,2
阿久津皇,介護,高齢者,4
阿久津皇,業界,賃金,2
阿久津皇,物価,高騰,2
阿久津皇,物価,高齢者,2
阿久津皇,高騰,高齢者,2
阿久津皇,予算,支援,4
阿久津皇,支援,業界,2
阿久津皇,ジュニア,介護,2
阿久津皇,人材,支援,2
阿久津皇,人材,環境,2
阿久津皇,介護,団塊,2
阿久津皇,介護,産業,2
阿久津皇,介護,高齢化,2
阿久津皇,支援,環境,5
阿久津皇,支援,産業,2
阿久津皇,支援,超過,2
阿久津皇,数字,環境,2
阿久津皇,予算,高齢者,2
阿久津皇,医療,参加,2
阿久津皇,医療,安心,2
阿久津皇,医療,高齢者,2
阿久津皇,参加,購入,2
阿久津皇,安心,高齢者,2
阿久津皇,家族,支援,3
阿久津皇,家族,高齢者,2
阿久津皇,支援,救急,3
阿久津皇,支援,購入,2
阿久津皇,支援,高騰,2
阿久津皇,救急,高騰,2
阿久津皇,一人,学校,2
阿久津皇,不登校,中学校,3
阿久津皇,不登校,先生,2
阿久津皇,不登校,子供達,6
阿久津皇,不登校,学校,6
阿久津皇,不登校,学習,2
阿久津皇,不登校,小学校,2
阿久津皇,不登校,支援,3
阿久津皇,不登校,数字,2
阿久津皇,不登校,環境,4
阿久津皇,不登校,調査,2
阿久津皇,不登校,長期化,2
阿久津皇,中学校,友人,2
阿久津皇,中学校,学習,2
阿久津皇,中学校,支援,3
阿久津皇,中学校,調査,2
阿久津皇,中学校,長期化,2
阿久津皇,先生,子供達,2
阿久津皇,先生,学校,2
阿久津皇,原因,子供,2
阿久津皇,原因,数字,2
阿久津皇,原因,調査,2
阿久津皇,友人,子供達,2
阿久津皇,友人,小学校,2
阿久津皇,子供,数字,2
阿久津皇,子供,環境,2
阿久津皇,学校,支援,4
阿久津皇,学校,長期化,2
阿久津皇,学習,環境,2
阿久津皇,支援,長期化,2
阿久津皇,調査,長期化,2
阿久津皇,不登校,児童,2
阿久津皇,不登校,十人,4
阿久津皇,不登校,受け皿,4
阿久津皇,不登校,指導,2
阿久津皇,不登校,教育,3
阿久津皇,不登校,生徒,3
阿久津皇,中学校,受け皿,2
阿久津皇,児童,十人,2
阿久津皇,児童,教育,2
阿久津皇,児童,生徒,3
阿久津皇,児童,相談,4
阿久津皇,十人,受け皿,3
阿久津皇,十人,学校,3
阿久津皇,十人,生徒,3
阿久津皇,受け皿,学校,4
阿久津皇,受け皿,支援,3
阿久津皇,受け皿,教育,2
阿久津皇,受け皿,生徒,2
阿久津皇,学校,相談,2
阿久津皇,支援,相談,4
阿久津皇,不登校,教室,2
阿久津皇,不登校,視察,2
阿久津皇,受け皿,子供達,2
阿久津皇,受け皿,教室,2
阿久津皇,受け皿,環境,4
阿久津皇,受け皿,視察,2
阿久津皇,学校,教室,2
阿久津皇,復帰,支援,2
阿久津皇,復帰,環境,2
阿久津皇,支援,教室,2
阿久津皇,教室,環境,2
阿久津皇,コミュニケーション,私立,2
阿久津皇,不登校,定員,3
阿久津皇,保育,無償化,2
阿久津皇,保育,私立,5
阿久津皇,保育園,私立,3
阿久津皇,定員,家庭,3
阿久津皇,幼児教育,無償化,2
阿久津皇,幼児教育,私立,4
阿久津皇,幼稚園,無償化,2
阿久津皇,幼稚園,私立,7
阿久津皇,教育,私立,4
阿久津皇,無償化,私立,2
阿久津皇,保育,教育委員会,3
阿久津皇,保育園,教育委員会,3
阿久津皇,幼稚園,教育委員会,3
阿久津皇,教育,教育委員会,3
阿久津皇,保育,子供,6
阿久津皇,保育園,子供,4
阿久津皇,子供,教育委員会,2
阿久津皇,子供,教育課程,2
阿久津皇,子供,福祉,2
阿久津皇,子供,要領,2
阿久津皇,幼稚園,教育課程,2
阿久津皇,幼稚園,要領,2
阿久津皇,教育,教育課程,2
阿久津皇,教育,要領,2
阿久津皇,教育委員会,福祉,2
阿久津皇,教育課程,要領,2
阿久津皇,一括,保育,2
阿久津皇,一括,保育園,2
阿久津皇,保育,話題,2
阿久津皇,子供,日本,2
阿久津皇,子供,話題,2
阿久津皇,幼稚園,話題,2
阿久津皇,UNESCO,包括的,2
阿久津皇,UNESCO,性教育,2
阿久津皇,包括的,性教育,2
阿久津皇,中身,児童,2
阿久津皇,児童,家族,2
阿久津皇,児童,要領,2
阿久津皇,家族,質問者,2
阿久津皇,事例,職員,2
阿久津皇,庁舎,数値化,2
阿久津皇,御願い,申請,2
阿久津皇,御願い,賠償,2
阿久津皇,申請,職員,2
阿久津皇,区長,十人,2
阿久津皇,区長,恵泉,2
阿久津皇,区長,東京都,4
阿久津皇,シビック,プライド,2
阿久津皇,シビック,区長,2
阿久津皇,シビック,支援,2
阿久津皇,シビック,教育,2
阿久津皇,シビック,東京都,2
阿久津皇,シビック,生活,2
阿久津皇,シビック,高齢者,2
阿久津皇,プライド,区長,2
阿久津皇,プライド,支援,2
阿久津皇,プライド,教育,2
阿久津皇,プライド,東京都,2
阿久津皇,プライド,生活,2
阿久津皇,プライド,高齢者,2
阿久津皇,交流,高齢者,2
阿久津皇,介護,区長,2
阿久津皇,介護,参加,2
阿久津皇,区長,支援,4
阿久津皇,区長,生活,2
阿久津皇,区長,高齢者,3
阿久津皇,参加,生活,2
阿久津皇,教育,東京都,2
阿久津皇,東京都,生活,2
阿久津皇,東京都,高齢者,2
阿久津皇,生活,高齢者,2
阿久津皇,グループ,ホーム,2
阿久津皇,グループ,障害,2
阿久津皇,ホーム,障害,2
阿久津皇,共生,福祉,2
阿久津皇,共生,障害者,2
阿久津皇,生活,障害,2
阿久津皇,福祉,障害者,2
阿久津皇,スペース,視察,2
阿久津皇,スペース,高齢者,2
阿久津皇,事例,子育て,2
阿久津皇,スペース,交流,2
阿久津皇,予防,高齢者,2
阿久津皇,障害,高齢者,2
阿久津皇,アップ,筋力,2
阿久津皇,介護,体力,2
阿久津皇,介護,握力,2
阿久津皇,介護,講座,2
阿久津皇,介護,速度,2
阿久津皇,体力,握力,2
阿久津皇,体力,講座,2
阿久津皇,体力,速度,2
阿久津皇,体力,進行,2
阿久津皇,握力,講座,2
阿久津皇,握力,速度,2
阿久津皇,握力,進行,2
阿久津皇,講座,速度,2
阿久津皇,講座,進行,2
阿久津皇,速度,進行,2
阿久津皇,一人,外出,2
阿久津皇,一人,概ね,2
阿久津皇,一人,進行,2
阿久津皇,介護,外出,2
阿久津皇,介護,概ね,2
阿久津皇,外出,概ね,2
阿久津皇,外出,進行,2
阿久津皇,概ね,進行,2
阿久津皇,アンケート,予防,2
阿久津皇,アンケート,参加,2
阿久津皇,予防,参加,2
阿久津皇,健康,参加,2
阿久津皇,健康,寿命,2
阿久津皇,健康,支給,2
阿久津皇,参加,増進,2
阿久津皇,参加,支給,2
阿久津皇,増進,寿命,2
阿久津皇,増進,支給,2
阿久津皇,児童,子供,3
阿久津皇,児童,寄付,2
阿久津皇,児童,措置,2
阿久津皇,参加,教室,2
阿久津皇,収支,子供,3
阿久津皇,収支,措置,2
阿久津皇,収支,支援,3
阿久津皇,収支,養護,2
阿久津皇,基金,措置,2
阿久津皇,子供,措置,3
阿久津皇,子供,養護,3
阿久津皇,寄付,措置,2
阿久津皇,寄付,支援,2
阿久津皇,寄付,退所,3
阿久津皇,寄付,養護,2
阿久津皇,措置,支援,4
阿久津皇,措置,退所,2
阿久津皇,措置,養護,4
阿久津皇,児相,子供,2
阿久津皇,児相,家庭,2
阿久津皇,児相,家族,2
阿久津皇,児相,支援,2
阿久津皇,児相,相談,2
阿久津皇,児童,環境,2
阿久津皇,児童,職員,2
阿久津皇,子供,家族,2
阿久津皇,子供,相談,2
阿久津皇,子供,職員,2
阿久津皇,家庭,家族,2
阿久津皇,家庭,措置,2
阿久津皇,家庭,相談,2
阿久津皇,家族,相談,2
阿久津皇,措置,相談,2
阿久津皇,支援,職員,3
阿久津皇,環境,相談,2
阿久津皇,環境,職員,3
阿久津皇,相談,職員,2
阿久津皇,データ,支援,2
阿久津皇,学校,居場所,2
阿久津皇,寄付,対象者,2
阿久津皇,対象者,退所,2
阿久津皇,条例,歩道,2
阿久津皇,条例,空地,2
阿久津皇,歩道,空地,3
阿久津皇,キロ,メートル,2
阿久津皇,収支,地点,2
阿久津皇,収支,条例,2
阿久津皇,土地,建築,2
阿久津皇,土地,歩道,2
阿久津皇,土地,民地,2
阿久津皇,土地,空地,2
阿久津皇,土地,許可,2
阿久津皇,建築,歩道,2
阿久津皇,建築,民地,2
